45.76362;4.848288
45.763638;4.8526516
45.76361;4.8470545
45.754265;4.886816
45.76418;4.853377
45.763638;4.8534827
45.73208;4.902046
45.748684;4.902288
45.741924;4.89364
45.741886;4.8938003
45.77295;4.832004
45.771446;4.8617926
45.762978;4.8353477
45.741993;4.8420544
45.730896;4.884739
45.74138;4.841897
45.7592;4.8424835
45.748405;4.875445
45.759537;4.891819
45.740185;4.8772135
45.745354;4.841924
45.739628;4.875884
45.76446;4.878155
45.76461;4.879165
45.764767;4.8803988
45.773197;4.868719
45.76472;4.884531
45.772377;4.8412504
45.764763;4.881742
45.764732;4.883018
45.763588;4.8449545
45.764454;4.8458467
45.766018;4.844441
45.765083;4.84574
45.764366;4.844783
45.7403;4.877471
